ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
272909.59,24.55,11.86,208104.89,18.72
272909.59,24.55,11.86,208104.89,18.72
273061.76,24.58,11.89,207533.1,18.68
273185.56,24.62,11.93,207436.91,18.69
273022.81,24.63,11.93,207660.72,18.73
272881.11,24.63,11.94,207447.39,18.73
272881.11,24.63,11.94,207447.39,18.73
273069.12,24.66,11.97,208278.84,18.81
272902.18,24.67,11.97,208042.49,18.8
272902.18,24.67,11.97,208063.82,18.81
272187.22,24.62,11.93,207385.0,18.76
272187.22,24.62,11.93,207370.49,18.76
272093.47,24.64,11.95,208773.3,18.9
272291.34,24.67,11.97,208479.48,18.89
272743.14,24.72,12.03,208506.57,18.9
272177.99,24.76,12.07,208463.15,18.96
272301.79,24.79,12.1,208536.16,18.99
272084.36,24.78,12.09,208396.49,18.98
271921.62,24.79,12.09,208186.09,18.98
271921.62,24.79,12.09,208186.09,18.98
272197.4,24.82,12.13,208038.09,18.97
272051.49,24.83,12.14,208420.5,19.02
271927.45,24.84,12.15,208294.02,19.03
271766.39,24.85,12.16,209017.5,19.11
271766.39,24.85,12.16,209034.97,19.11
271890.19,24.89,12.19,209037.92,19.13
271721.6,24.88,12.18,208624.43,19.1
271721.6,24.88,12.18,208624.43,19.1
271721.6,24.88,12.18,208624.43,19.1
271558.86,24.88,12.19,208411.73,19.1
271260.86,24.86,12.17,209610.04,19.21
271275.76,24.88,12.19,209501.81,19.21
270833.14,24.88,12.19,208947.82,19.2
270859.16,24.9,12.21,208859.99,19.2
270713.25,24.91,12.22,209261.4,19.26
271093.33,24.96,12.27,208086.83,19.16
271093.33,24.96,12.27,208086.83,19.16
270969.3,24.97,12.28,207702.61,19.14
270808.24,24.98,12.29,208017.77,19.19
270932.04,25.01,12.32,208090.78,19.21
270932.04,25.01,12.32,208090.78,19.21
270845.14,25.01,12.32,209276.35,19.33
271010.4,25.04,12.35,209006.21,19.31
271243.97,25.08,12.38,209351.7,19.35
271198.48,25.09,12.4,209243.7,19.36
270183.09,25.18,12.49,208785.74,19.46
270020.35,25.19,12.5,209096.63,19.51
269874.44,25.2,12.51,208941.52,19.51
269744.39,25.21,12.52,208126.61,19.45
270058.88,25.25,12.56,207961.58,19.45
269690.35,25.23,12.54,207870.29,19.45
269509.1,25.24,12.54,208382.59,19.51
269433.38,25.25,12.56,207997.68,19.5
269168.61,25.25,12.56,208104.49,19.52
269292.4,25.29,12.6,208123.06,19.54
269000.39,25.27,12.58,207823.83,19.52
269000.39,25.27,12.58,207823.83,19.52
269000.39,25.27,12.58,207823.83,19.52
268837.65,25.28,12.58,207672.57,19.53
268674.91,25.28,12.59,207803.22,19.56
268529.0,25.29,12.6,207723.07,19.57
268593.73,25.32,12.63,207516.51,19.56
268412.48,25.33,12.63,207845.77,19.61
268253.58,25.34,12.64,207710.97,19.62
268049.98,25.34,12.65,207506.34,19.62
268173.78,25.38,12.68,207554.04,19.64
268199.8,25.4,12.71,207384.14,19.64
268638.62,25.45,12.75,207651.26,19.67
268475.88,25.45,12.76,207486.12,19.67
268293.6,25.44,12.75,207234.85,19.65
268624.91,25.49,12.8,207711.45,19.71
268632.43,25.51,12.82,207205.41,19.68
268632.43,25.51,12.82,207205.41,19.68
268463.44,25.52,12.82,207478.17,19.72
268084.92,25.49,12.8,207686.07,19.75
267891.41,25.5,12.8,207878.2,19.79
267891.41,25.5,12.8,207878.2,19.79
268015.2,25.53,12.84,207782.01,19.79
266999.82,25.63,12.94,207298.54,19.9
266837.08,25.64,12.95,207134.0,19.9
266223.14,25.68,12.99,207050.51,19.97
266492.67,25.72,13.03,207450.2,20.02
266299.16,25.72,13.03,207318.73,20.03
266299.16,25.72,13.03,207379.61,20.03
266422.96,25.76,13.07,207452.61,20.06
266260.22,25.77,13.08,207259.34,20.06
266097.48,25.78,13.09,207075.22,20.06
265951.56,25.79,13.1,207073.18,20.08
266155.53,25.83,13.13,207222.05,20.11
265777.0,25.8,13.11,206874.57,20.08
266034.28,25.84,13.15,206705.12,20.08
265655.75,25.81,13.12,207390.07,20.15
265655.75,25.81,13.12,207395.57,20.15
264640.37,25.92,13.22,206937.61,20.27
264670.24,25.94,13.25,206783.58,20.27
264466.63,25.95,13.25,206618.75,20.27
265028.96,26.01,13.32,206691.57,20.29
264866.22,26.02,13.33,206375.4,20.28
264703.47,26.03,13.34,206716.5,20.33
264703.47,26.03,13.34,206716.5,20.33
264324.95,26.01,13.31,206511.87,20.32
264179.04,26.02,13.33,206307.54,20.32
264493.52,26.06,13.37,206873.24,20.38
264501.04,26.08,13.39,206600.09,20.37
264211.76,26.06,13.37,206258.59,20.35
264042.77,26.07,13.38,205974.33,20.34
263849.26,26.08,13.39,206502.54,20.41
263973.06,26.12,13.42,206550.25,20.43
264138.32,26.15,13.46,206291.61,20.42
263975.58,26.16,13.47,206650.55,20.48
263975.58,26.16,13.47,206650.55,20.48
263829.66,26.17,13.48,206427.27,20.48
263829.66,26.17,13.48,206427.27,20.48
263894.39,26.2,13.51,206330.9,20.48
263901.91,26.22,13.53,206168.15,20.48
263732.92,26.23,13.54,206814.11,20.57
263539.41,26.24,13.54,206663.94,20.57
263765.92,26.28,13.59,206269.74,20.55
263486.35,26.26,13.57,205959.19,20.53
263486.35,26.26,13.57,205954.11,20.53
263486.35,26.26,13.57,205954.11,20.53
263378.82,26.25,13.56,205845.15,20.52
263502.62,26.29,13.6,205892.86,20.54
263343.85,26.28,13.59,205734.09,20.53
263343.85,26.28,13.59,205734.09,20.53
263181.11,26.29,13.6,205417.82,20.52
263181.11,26.29,13.6,205417.82,20.52
263039.4,26.3,13.61,205490.04,20.55
262872.46,26.31,13.62,205382.27,20.56
263186.94,26.36,13.66,205517.73,20.58
263006.99,26.35,13.66,205230.06,20.56
263028.62,26.38,13.69,205473.02,20.61
262664.2,26.45,13.76,205241.36,20.67
262013.24,26.49,13.8,204989.55,20.73
262137.04,26.53,13.84,204973.2,20.75
262163.06,26.56,13.86,204771.56,20.74
262000.32,26.57,13.87,204727.84,20.76
262292.94,26.61,13.92,205128.57,20.81
261625.15,26.65,13.96,205062.5,20.89
261256.62,26.62,13.93,204764.35,20.87
260958.62,26.6,13.91,204519.98,20.85
261082.42,26.64,13.95,204567.69,20.87
260919.68,26.65,13.96,204295.83,20.87
260777.97,26.66,13.97,204236.63,20.88
260611.03,26.67,13.98,204200.88,20.9
260611.03,26.67,13.98,204200.88,20.9
260486.99,26.69,14.0,204418.86,20.94
260305.74,26.7,14.01,204214.88,20.95
260177.49,26.71,14.02,204377.33,20.98
260177.49,26.71,14.02,204377.33,20.98
259843.71,26.69,14.0,204063.97,20.96
259798.23,26.71,14.01,203911.89,20.96
259922.02,26.75,14.05,203892.81,20.98
259948.05,26.77,14.08,204038.98,21.01
259785.31,26.78,14.09,203838.76,21.01
259785.31,26.78,14.09,203817.87,21.01
259639.4,26.79,14.1,203648.61,21.02
259341.4,26.77,14.08,203411.29,21.0
259217.36,26.79,14.1,203358.12,21.02
259224.88,26.81,14.12,203710.44,21.07
258904.88,26.79,14.09,203390.44,21.04
258542.38,26.8,14.11,203229.07,21.07
258542.38,26.8,14.11,203252.48,21.07
259033.56,26.87,14.18,204547.61,21.22
259157.36,26.91,14.22,204566.0,21.24
259019.86,26.92,14.23,204304.28,21.24
259019.86,26.92,14.23,204300.75,21.24
258852.91,26.93,14.24,204787.75,21.31
257852.91,26.86,14.17,203787.75,21.23
257635.48,26.84,14.15,203571.34,21.21
257796.53,26.88,14.18,203309.46,21.2
257551.44,26.87,14.18,202706.56,21.15
257427.4,26.89,14.2,202540.06,21.16
256412.01,27.01,14.32,202056.59,21.28
256759.05,27.06,14.37,203511.52,21.45
256968.34,27.1,14.4,202509.57,21.35
256840.26,27.11,14.42,203057.83,21.43
256964.06,27.15,14.46,203046.3,21.46
257239.84,27.2,14.5,202814.32,21.44
257103.16,27.19,14.5,203145.41,21.48
257129.19,27.21,14.52,202855.0,21.47
257129.19,27.21,14.52,202857.57,21.47
257155.21,27.24,14.55,202744.92,21.48
257236.77,27.27,14.58,203113.1,21.53
257494.04,27.31,14.62,202938.56,21.53
257325.05,27.32,14.63,202737.41,21.53
257131.54,27.33,14.64,203879.65,21.67
257255.34,27.37,14.68,203952.65,21.7
257092.6,27.39,14.69,203664.02,21.7
256929.86,27.4,14.71,203579.25,21.71
256783.95,27.41,14.72,203637.64,21.74
256415.42,27.39,14.69,203172.45,21.7
256415.42,27.39,14.69,203172.45,21.7
256291.38,27.4,14.71,203321.26,21.74
256291.38,27.4,14.71,203321.26,21.74
256298.9,27.43,14.73,203161.65,21.74
256661.16,27.47,14.78,203636.58,21.8
256467.65,27.48,14.79,203617.14,21.82
256591.45,27.53,14.83,203598.06,21.84
256617.48,27.55,14.86,203399.15,21.84
256643.5,27.58,14.89,203326.36,21.85
256480.76,27.59,14.9,203601.87,21.9
256373.55,27.61,14.92,203454.61,21.91
256373.55,27.61,14.92,203454.61,21.91
256381.07,27.64,14.94,203280.43,21.91
256067.25,27.61,14.92,203000.5,21.89
255898.26,27.63,14.93,203542.27,21.97
255893.52,27.65,14.96,203600.56,22.0
256464.12,27.73,15.03,203607.6,22.01
256629.37,27.76,15.07,203363.87,22.0
256466.63,27.78,15.08,203769.11,22.07
256320.72,27.79,15.1,203515.74,22.06
256385.45,27.82,15.13,203381.79,22.07
256204.2,27.83,15.14,204102.75,22.17
256035.21,27.84,15.15,203694.71,22.15
256169.7,27.88,15.19,204463.69,22.25
256675.5,27.95,15.26,204435.57,22.26
256701.53,27.98,15.29,204216.62,22.26
256538.79,27.99,15.3,204546.31,22.32
256376.05,28.0,15.31,204376.57,22.32
256268.84,28.02,15.33,204258.71,22.34
256268.84,28.02,15.33,204272.59,22.34
256087.59,28.03,15.34,204696.3,22.41
256087.59,28.03,15.34,204675.17,22.41
256107.37,28.06,15.37,204701.25,22.43
256107.37,28.06,15.37,204724.78,22.43
255913.86,28.07,15.38,204659.85,22.45
256037.65,28.11,15.42,204732.85,22.48
256037.65,28.11,15.42,204755.81,22.48
255745.64,28.09,15.4,204560.79,22.47
255582.9,28.11,15.41,204272.15,22.46
255748.16,28.14,15.45,204567.21,22.51
255930.25,28.18,15.49,204402.34,22.51
255994.98,28.22,15.52,204239.63,22.51
256002.49,28.24,15.55,204171.64,22.52
256161.5,28.28,15.59,205426.33,22.68
255790.76,28.25,15.56,204987.69,22.64
255790.76,28.25,15.56,204984.23,22.64
256107.38,28.3,15.61,204968.81,22.65
256231.18,28.35,15.65,204987.37,22.68
256257.21,28.37,15.68,204806.01,22.68
255643.27,28.43,15.74,204918.09,22.79
255345.27,28.41,15.72,205104.36,22.82
254994.1,28.38,15.69,204679.65,22.78
254825.11,28.4,15.7,204562.28,22.8
254820.36,28.42,15.73,204589.44,22.82
254944.16,28.47,15.78,204577.91,22.84
255109.42,28.51,15.81,204333.41,22.83
254967.71,28.52,15.83,204673.28,22.9
254800.77,28.54,15.84,204480.36,22.9
254676.73,28.55,15.86,204289.08,22.9
254495.48,28.57,15.87,204740.88,22.98
254408.58,28.59,15.9,204625.56,22.99
254626.77,28.63,15.94,204920.81,23.04
254939.33,28.69,16.0,205021.04,23.07
254537.54,28.66,15.97,204626.19,23.04
254374.8,28.67,15.98,204429.42,23.04
254212.06,28.69,15.99,204228.39,23.05
254066.15,28.7,16.01,204528.76,23.11
253050.76,28.85,16.16,204045.29,23.26
253115.49,28.88,16.19,203915.8,23.27
252934.24,28.9,16.2,203697.85,23.27
252954.02,28.92,16.23,203699.42,23.29
252760.51,28.94,16.24,204124.03,23.37
252538.67,28.92,16.23,204004.53,23.36
252538.67,28.92,16.23,204005.11,23.36
252662.47,28.96,16.27,203942.73,23.38
252688.49,28.99,16.3,203790.79,23.38
252390.5,28.97,16.28,203425.46,23.35
252555.75,29.01,16.32,203747.44,23.4
252737.84,29.05,16.36,203562.31,23.4
252613.8,29.07,16.38,203367.64,23.41
252432.55,29.09,16.39,204204.68,23.53
252273.66,29.1,16.41,203996.25,23.53
252397.45,29.15,16.46,203957.08,23.55
252397.45,29.15,16.46,203957.08,23.55
252099.46,29.13,16.43,203782.42,23.54
251895.85,29.14,16.44,203756.74,23.57
251758.35,29.15,16.46,203552.59,23.57
251433.38,29.13,16.44,203263.85,23.55
251266.43,29.14,16.45,203903.07,23.65
251099.49,29.16,16.46,203252.83,23.6
251005.74,29.18,16.49,203349.27,23.64
251129.53,29.23,16.54,203422.27,23.68
250966.79,29.24,16.55,203229.01,23.68
250804.05,29.26,16.57,203044.89,23.69
250804.05,29.26,16.57,203044.89,23.69
250804.05,29.26,16.57,203043.43,23.69
250804.05,29.26,16.57,203043.43,23.69
250862.77,29.29,16.6,203030.82,23.71
251248.11,29.35,16.66,203372.58,23.76
251079.72,29.36,16.67,203647.21,23.82
250805.35,29.37,16.67,203249.63,23.8
250870.08,29.4,16.71,203001.34,23.79
250688.83,29.41,16.72,202884.7,23.81
250708.61,29.44,16.75,203600.8,23.91
250396.09,29.42,16.73,203338.95,23.89
250192.48,29.43,16.74,203317.74,23.92
250754.81,29.52,16.82,203390.56,23.94
250592.06,29.53,16.84,203129.01,23.94
250757.32,29.57,16.88,203465.7,24.0
250378.8,29.55,16.85,203239.68,23.98
250378.8,29.55,16.85,203239.68,23.98
250232.89,29.56,16.87,203048.73,23.99
250297.61,29.6,16.91,203029.85,24.01
250116.36,29.61,16.92,203519.34,24.1
250116.36,29.61,16.92,203519.34,24.1
250136.14,29.64,16.95,203562.26,24.13
250381.16,29.69,17.0,203804.92,24.17
250504.95,29.74,17.05,203823.31,24.2
250342.21,29.76,17.06,203620.25,24.2
250179.47,29.77,17.08,203500.53,24.22
249879.68,29.75,17.06,203195.0,24.19
249733.76,29.77,17.07,203296.77,24.23
249609.73,29.79,17.09,203178.9,24.25
249509.97,29.81,17.12,203957.56,24.37
249341.58,29.83,17.13,203369.91,24.33
249465.37,29.88,17.18,203372.86,24.36
248449.99,30.04,17.35,202889.38,24.53
248449.99,30.04,17.35,202912.4,24.54
248071.47,30.01,17.32,202764.0,24.53
248071.47,30.01,17.32,202764.0,24.53
247056.08,30.18,17.49,202280.53,24.71
247331.87,30.23,17.54,202053.78,24.7
246316.48,30.41,17.72,201570.31,24.88
245973.2,30.38,17.69,202171.17,24.97
246169.58,30.42,17.73,202309.63,25.0
246441.15,30.48,17.78,201960.92,24.97
246331.42,30.5,17.81,201859.34,24.99
246272.4,30.53,17.84,203891.92,25.28
246396.2,30.58,17.89,203894.87,25.31
246233.46,30.6,17.91,203682.18,25.31
246070.72,30.62,17.93,203971.33,25.38
245924.81,30.64,17.95,203793.31,25.39
245924.81,30.64,17.95,203835.1,25.39
245800.77,30.66,17.97,203859.45,25.43
245619.52,30.68,17.98,203688.09,25.44
245639.3,30.71,18.02,203621.25,25.46
245336.21,30.69,17.99,203297.7,25.43
245038.21,30.66,17.97,202953.22,25.4
245172.7,30.7,18.01,203303.33,25.46
245238.51,30.74,18.05,202700.94,25.41
245362.31,30.8,18.11,202703.89,25.44
245527.57,30.84,18.15,202444.9,25.43
245553.59,30.88,18.19,202861.64,25.51
245407.68,30.9,18.21,202602.56,25.51
245283.64,30.92,18.23,202445.6,25.52
244933.4,30.96,18.26,202900.42,25.64
244824.64,30.95,18.25,202789.72,25.63
244631.13,30.96,18.27,202600.81,25.64
245193.45,31.05,18.36,202673.63,25.67
245030.71,31.07,18.38,202424.57,25.67
244015.32,31.26,18.57,201941.1,25.87
243852.58,31.28,18.58,201831.94,25.89
244034.67,31.33,18.63,202097.83,25.94
243817.23,31.31,18.61,201880.37,25.92
243693.19,31.33,18.64,201627.2,25.92
243511.94,31.35,18.66,202298.9,26.04
243511.94,31.35,18.66,202297.62,26.04
243183.95,31.32,18.63,201965.23,26.01
243203.72,31.36,18.66,201882.28,26.03
243010.21,31.37,18.68,201877.22,26.06
243134.01,31.43,18.74,201924.93,26.1
243160.04,31.46,18.77,201755.02,26.11
242997.3,31.48,18.79,201579.64,26.12
243023.32,31.52,18.83,201597.96,26.15
242916.11,31.55,18.85,201663.49,26.19
242923.63,31.58,18.89,201552.31,26.2
242548.13,31.55,18.86,201343.36,26.19
242817.67,31.61,18.91,202112.61,26.31
243043.44,31.66,18.97,202270.55,26.35
243211.97,31.71,19.02,201653.49,26.29
243335.77,31.77,19.08,201637.15,26.33
243129.0,31.75,19.06,201453.1,26.31
242700.15,31.74,19.05,201209.74,26.31
242537.41,31.76,19.07,200957.51,26.31
242723.7,31.81,19.12,201375.85,26.39
242556.75,31.83,19.14,201222.13,26.41
242432.72,31.86,19.16,200931.8,26.4
242251.47,31.87,19.18,200955.06,26.44
241872.94,31.84,19.15,200912.63,26.45
242235.74,31.91,19.22,201929.46,26.6
242062.44,31.93,19.24,201580.17,26.59
242186.24,31.99,19.3,201568.64,26.62
242351.5,32.04,19.35,201324.14,26.62
242188.76,32.06,19.37,201637.78,26.69
242042.84,32.08,19.39,201447.74,26.7
242357.33,32.14,19.45,201322.2,26.7
242595.36,32.2,19.51,202058.87,26.82
241579.97,32.41,19.72,201575.4,27.04
241410.98,32.43,19.74,201066.85,27.01
241217.47,32.45,19.76,201829.66,27.15
241058.71,32.43,19.74,201677.13,27.13
241182.51,32.49,19.8,201709.32,27.18
241019.77,32.52,19.82,201412.09,27.17
241045.79,32.55,19.86,201706.76,27.24
240045.79,32.46,19.77,200706.76,27.14
239883.05,32.49,19.79,200567.9,27.16
239883.05,32.49,19.79,200567.9,27.16
239775.84,32.51,19.82,200396.28,27.17
239594.59,32.53,19.84,200321.6,27.2
239594.59,32.53,19.84,200321.6,27.2
239294.8,32.51,19.82,200016.07,27.17
239294.8,32.51,19.82,200016.07,27.17
239136.03,32.49,19.8,199857.82,27.16
239155.81,32.53,19.84,200270.28,27.24
238962.3,32.55,19.86,200084.26,27.25
237946.91,32.77,20.08,199600.79,27.49
238070.71,32.83,20.14,199594.3,27.52
237907.97,32.85,20.16,199337.0,27.53
237745.23,32.88,20.18,199680.2,27.61
237745.23,32.88,20.18,199680.2,27.61
236729.84,33.1,20.41,199196.73,27.85
236622.31,33.09,20.4,199089.2,27.84
236476.4,33.12,20.43,198866.03,27.85
236352.36,33.15,20.45,198699.93,27.87
236171.11,33.17,20.48,198872.9,27.93
236002.12,33.19,20.5,198692.8,27.94
235997.38,33.23,20.54,198690.97,27.98
236121.17,33.29,20.6,198693.92,28.02
236147.2,33.33,20.64,198516.18,28.02
235984.46,33.36,20.67,198798.9,28.1
235838.55,33.39,20.69,198638.48,28.12
235838.55,33.39,20.69,198638.48,28.12
235518.55,33.35,20.66,198318.48,28.09
235213.26,33.41,20.71,198006.47,28.12
235044.27,33.43,20.74,198283.27,28.2
235039.52,33.47,20.78,198253.16,28.23
235352.09,33.55,20.86,198353.39,28.28
235352.09,33.55,20.86,198353.39,28.28
235189.35,33.58,20.88,198048.56,28.27
234863.87,33.62,20.93,198140.17,28.37
234756.66,33.66,20.97,197965.66,28.38
234575.41,33.68,20.99,197893.34,28.41
234406.42,33.7,21.01,198068.33,28.48
234212.91,33.72,21.03,197957.88,28.5
233844.38,33.69,21.0,197471.95,28.45
233968.18,33.76,21.07,197460.42,28.49
233805.44,33.79,21.09,197204.16,28.5
233831.47,33.83,21.14,197252.76,28.54
233857.49,33.87,21.18,197168.64,28.56
233857.49,33.87,21.18,197168.64,28.56
232842.11,34.12,21.43,196685.17,28.82
232923.66,34.17,21.48,196836.81,28.88
232634.38,34.15,21.45,196478.6,28.84
232453.13,34.17,21.48,196305.43,28.86
232453.13,34.17,21.48,196305.43,28.86
232284.14,34.2,21.5,196253.66,28.89
232509.91,34.26,21.56,197122.99,29.04
231494.53,34.51,21.82,196639.52,29.32
231130.11,34.67,21.97,196363.76,29.45
231022.89,34.7,22.01,196628.61,29.54
230841.64,34.73,22.04,196424.0,29.55
230861.42,34.77,22.08,196302.27,29.57
230667.91,34.8,22.1,196369.16,29.62
230980.48,34.89,22.19,196469.38,29.67
230817.74,34.91,22.22,196246.96,29.68
230655.0,34.94,22.25,196071.58,29.7
230492.25,34.97,22.28,196285.55,29.78
230573.81,35.03,22.33,196233.14,29.81
230573.81,35.03,22.33,196233.14,29.81
230573.81,35.03,22.33,196233.14,29.81
230223.57,35.08,22.39,195977.58,29.86
230223.57,35.08,22.39,195977.58,29.86
230218.83,35.12,22.43,196447.64,29.97
230781.15,35.23,22.54,196520.46,30.0
230455.67,35.29,22.6,196162.23,30.04
230309.75,35.32,22.63,196176.61,30.09
230185.72,35.36,22.67,196622.87,30.2
230004.47,35.38,22.69,196221.23,30.19
229640.04,35.55,22.86,195989.58,30.34
229640.04,35.55,22.86,195987.41,30.34
229659.82,35.6,22.9,196107.95,30.39
229659.82,35.6,22.9,196107.95,30.39
229466.31,35.62,22.93,196379.76,30.48
229089.02,35.59,22.9,195980.35,30.44
228981.81,35.63,22.93,195891.51,30.48
229239.08,35.69,23.0,196258.18,30.56
229080.19,35.72,23.03,195899.18,30.55
228928.82,35.76,23.06,196234.56,30.65
229434.63,35.87,23.18,196206.44,30.67
229710.41,35.94,23.24,195999.66,30.66
229875.67,36.0,23.31,196375.34,30.75
230040.93,36.06,23.37,196182.92,30.75
229933.71,36.1,23.41,196003.16,30.77
229933.71,36.1,23.41,196003.16,30.77
229752.46,36.13,23.44,196986.32,30.98
229772.24,36.18,23.49,197048.25,31.03
229578.73,36.21,23.51,197096.75,31.08
229702.53,36.28,23.59,197077.67,31.13
229539.79,36.31,23.62,196832.96,31.14
229377.05,36.35,23.65,197126.74,31.24
229037.77,36.31,23.62,196878.34,31.21
228891.86,36.35,23.66,196663.05,31.23
228513.33,36.32,23.62,196650.03,31.25
228578.06,36.37,23.68,196538.1,31.27
228396.81,36.4,23.71,196798.59,31.37
228396.81,36.4,23.71,196798.59,31.37
228227.82,36.43,23.74,196475.94,31.36
228227.82,36.43,23.74,196475.94,31.36
228472.83,36.5,23.81,196987.47,31.47
228052.07,36.46,23.77,196551.44,31.42
228175.87,36.54,23.84,196599.15,31.48
228175.87,36.54,23.84,196599.15,31.48
228013.13,36.57,23.88,196391.93,31.5
227871.43,36.61,23.91,196270.12,31.53
226856.04,36.92,24.22,195786.65,31.86
226689.09,36.95,24.26,196107.01,31.96
226565.06,36.99,24.3,196067.53,32.01
226404.0,37.02,24.33,195815.54,32.02
226527.8,37.1,24.41,195863.25,32.08
226365.06,37.14,24.45,195630.88,32.1
225982.36,37.2,24.51,195399.84,32.16
225819.62,37.23,24.54,195534.52,32.24
225673.71,37.27,24.58,195409.68,32.27
225549.67,37.31,24.62,195268.01,32.3
225171.15,37.28,24.59,194875.2,32.26
225171.15,37.28,24.59,194875.2,32.26
224989.9,37.31,24.62,195149.75,32.36
224691.9,37.28,24.59,194847.65,32.33
224691.9,37.28,24.59,194847.68,32.33
224402.62,37.25,24.56,194478.1,32.28
224712.9,37.33,24.64,194254.12,32.27
224530.88,37.36,24.67,194542.6,32.37
224530.88,37.36,24.67,194542.6,32.37
224654.68,37.45,24.75,194503.76,32.42
224491.94,37.48,24.79,194277.46,32.44
224350.23,37.52,24.83,194732.24,32.57
224147.05,37.5,24.81,194509.83,32.54
223873.46,37.48,24.78,194209.6,32.51
223706.51,37.51,24.82,193872.94,32.51
223582.47,37.55,24.86,193699.47,32.53
223749.41,37.62,24.93,194531.07,32.71
223759.09,37.67,24.98,194238.41,32.7
223889.54,37.74,25.05,194378.25,32.76
224013.34,37.82,25.13,194315.87,32.81
224013.34,37.82,25.13,194315.87,32.81
223850.6,37.86,25.17,194133.07,32.83
223569.78,37.83,25.14,193865.11,32.81
223595.8,37.89,25.2,193812.71,32.84
223621.83,37.95,25.25,194129.63,32.94
223514.62,37.99,25.3,194000.56,32.97
223522.14,38.05,25.35,193766.43,32.98
223159.64,38.11,25.42,194140.64,33.16
222878.88,38.09,25.39,193844.61,33.12
222598.05,38.06,25.37,193572.85,33.1
222910.62,38.17,25.47,193673.07,33.16
222936.65,38.22,25.53,193494.15,33.17
222773.91,38.26,25.57,193691.45,33.27
222773.91,38.26,25.57,193691.45,33.27
222611.16,38.3,25.61,193488.67,33.29
222503.95,38.35,25.65,193407.06,33.33
222322.7,38.38,25.69,193256.41,33.36
221307.32,38.74,26.05,192772.94,33.75
221152.06,38.72,26.03,192613.98,33.73
221429.86,38.8,26.11,193358.24,33.88
221236.35,38.84,26.15,193187.7,33.91
221548.92,38.95,26.26,193287.93,33.98
221386.18,38.99,26.3,193091.16,34.01
221060.7,39.07,26.38,193063.16,34.12
220831.34,39.05,26.36,192920.18,34.11
220724.12,39.1,26.41,192886.34,34.17
220989.67,39.18,26.49,192709.57,34.17
220989.67,39.18,26.49,192709.57,34.17
221148.68,39.25,26.56,193491.72,34.34
221374.45,39.33,26.64,193632.99,34.4
221498.25,39.42,26.73,193680.7,34.47
221717.52,39.5,26.81,193379.11,34.45
221554.78,39.54,26.85,193714.66,34.58
221408.86,39.59,26.9,193552.12,34.61
221473.59,39.66,26.97,193347.34,34.62
220458.21,40.05,27.36,192863.87,35.04
219442.82,40.45,27.76,192380.4,35.47
219261.57,40.5,27.8,192811.02,35.61
219092.58,40.54,27.85,192677.93,35.65
218884.58,40.52,27.83,192787.39,35.69
218879.84,40.58,27.89,192959.67,35.77
218580.56,40.55,27.85,192654.05,35.74
218580.56,40.55,27.85,192654.05,35.74
219086.37,40.69,27.99,192625.93,35.77
218923.63,40.73,28.04,192400.17,35.8
218760.89,40.78,28.08,192765.71,35.93
218598.15,40.82,28.13,192559.55,35.96
218490.94,40.88,28.19,192396.62,36.0
218309.69,40.92,28.23,192715.53,36.12
218309.69,40.92,28.23,192715.53,36.12
218309.69,40.92,28.23,192715.53,36.12
218140.7,40.97,28.27,192533.29,36.16
217763.9,40.93,28.24,192143.35,36.12
217570.39,40.97,28.28,192124.91,36.18
217278.38,40.94,28.25,191923.47,36.16
217402.18,41.04,28.35,191861.09,36.22
217239.44,41.09,28.4,191654.9,36.25
217097.73,41.14,28.45,191712.98,36.33
216930.78,41.19,28.49,191748.13,36.41
216995.51,41.26,28.57,191613.3,36.44
